t [s] y1 [] y2 [] y3 []
1.2200e+00   4.132432e+00   -7.452342e-01    7.452342e-01
1.2300e+00   4.208176e+00   -7.869366e-01    7.869366e-01
1.2400e+00   4.285025e+00   -8.294017e-01    8.294017e-01
1.2500e+00   4.362994e+00   -8.726411e-01    8.726411e-01
1.2600e+00   4.442098e+00   -9.166659e-01    9.166659e-01
1.2700e+00   4.522351e+00   -9.614877e-01    9.614877e-01
1.2800e+00   4.603768e+00   -1.007118e+00    1.007118e+00
1.2900e+00   4.686366e+00   -1.053568e+00    1.053568e+00
1.3000e+00   4.770159e+00   -1.100851e+00    1.100851e+00
1.3100e+00   4.855163e+00   -1.148978e+00    1.148978e+00
1.3200e+00   4.941394e+00   -1.197961e+00    1.197961e+00
1.3300e+00   5.028868e+00   -1.247812e+00    1.247812e+00
1.3400e+00   5.117601e+00   -1.298545e+00    1.298545e+00
1.3500e+00   5.207610e+00   -1.350172e+00    1.350172e+00
1.3600e+00   5.298911e+00   -1.402705e+00    1.402705e+00
1.3700e+00   5.391521e+00   -1.456157e+00    1.456157e+00
1.3800e+00   5.485458e+00   -1.510542e+00    1.510542e+00
1.3900e+00   5.580738e+00   -1.565873e+00    1.565873e+00
